medium, dynamic, -255.163, 508.432, 290.758
medium, dynamic, -305.763, 470.417, 312.642
close, static, -219.599, 195.434, 159.85
medium, dynamic, 131.238, 529.459, 349.9
close, static, 293.618, 39.1615, 147.482
close, dynamic, 92.8124, 284.212, 124.681
far, dynamic, -330.177, 836.847, 125.875
close, static, -203.139, 204.158, 183.988
medium, static, -319.583, 500.377, 186.544
close, static, 92.4417, 279.324, 158.59
close, dynamic, 281.514, 51.5325, 189.97
close, static, 283.69, 52.5674, 182.199
far, dynamic, 385.077, 801.936, 236.434
far, dynamic, -780.281, 174.182, 513.307
medium, dynamic, 498.973, 285.386, 271.99
far, static, -880.475, 140.562, 222.499
far, dynamic, 712.382, 482.892, 363.3
medium, dynamic, -42.7526, 571.803, 276.674
far, static, -448.409, 776.49, 177.41
far, dynamic, 670.895, 578.374, 259.324
far, dynamic, -28.7829, 897.7, 157.496
medium, dynamic, -445.831, 374.583, 244.645
close, dynamic, -207.392, 175.6, 227.096
close, dynamic, -230.621, 188.894, 133.655
medium, static, 289.279, 525.649, 103.326
medium, static, 35.8306, 544.793, 348.831
far, static, 745.029, 321.206, 489.562
medium, dynamic, 245.935, 546.913, 120.048
far, static, -5.01263, 820.478, 469.852
medium, dynamic, 454.21, 366.423, 239.382
medium, static, -231.885, 550.725, 154.139
close, static, -265.961, 24.3588, 236.644
far, static, 391.592, 688.115, 527.964
medium, dynamic, 465.884, 243.697, 389.074
@ 
$ 
medium, dynamic, -342.714, 486.303, 177.822
far, dynamic, 463.814, 764.418, 202.675
close, static, 26.7544, 298.675, 108.813
close, static, -234.189, 172.177, 174.233
medium, static, -411.579, 435.332, 132.991
medium, static, 559.885, 113.836, 283.22
far, static, -532.879, 718.791, 196.844
far, dynamic, -225.001, 856.626, 259.897
far, static, 690.539, 496.477, 394.391
close, static, 208.294, 215.688, 109.621
far, dynamic, -435.782, 786.828, 131.539
medium, dynamic, 375.441, 436.446, 268.994
close, dynamic, -2.29573, 278.91, 210.472
medium, static, -264.551, 483.104, 337.956
medium, dynamic, -246.679, 511.504, 293.682
close, dynamic, 271.439, 103.257, 175.224
close, dynamic, 223.842, 162.409, 216.268
far, static, 273.854, 774.647, 467.323
$ 
